id,title,keywords,cast,genres,director
16406,Dick,richard nixon watergate the white house,Kirsten Dunst Michelle Williams Will Ferrell Dan Hedaya Bruce McCulloch,Comedy,Andrew Fleming
19052,Light It Up,,Usher Raymond Vanessa Williams Forest Whitaker Rosario Dawson Robert Ri'chard,Drama Thriller,Craig Bolotin
3682,54,new york sex nightclub money drug,Ryan Phillippe Salma Hayek Breckin Meyer Mike Myers Neve Campbell,Music Drama,Mark Christopher
9683,Bubble Boy,lovesickness niagara falls crush youth illness,Jake Gyllenhaal Swoosie Kurtz Marley Shelton Danny Trejo John Carroll Lynch,Adventure Comedy Drama Romance,Blair Hayes
2084,Birthday Girl,female nudity robbery mail order bride bank clerk,Nicole Kidman Ben Chaplin Vincent Cassel Mathieu Kassovitz Kate Lynn Evans,Comedy Crime Thriller,Jez Butterworth
107811,21 & Over,alcohol birthday debauchery,Miles Teller Skylar Astin Justin Chon Sarah Wright Jonathan Keltz,Comedy,Jon Lucas
2266,"Paris, je t'aime",paris city portrait jazz subway new love,Steve Buscemi Natalie Portman Willem Dafoe Maggie Gyllenhaal Axel Kiener,Drama Romance,Isabel Coixet
13074,Resurrecting the Champ,sport,Samuel L. Jackson Josh Hartnett Alan Alda Teri Hatcher Kathryn Morris,Drama,Rod Lurie
144340,Admission,princeton university admissions,Tina Fey Paul Rudd Michael Sheen Lily Tomlin Wallace Shawn,Comedy Drama Romance,Paul Weitz
48217,The Widow of Saint-Pierre,france island fisherman love revenge,Daniel Auteuil Emir Kusturica Juliette Binoche Michel Duchaussoy Philippe Magnan,Romance Drama,Patrice Leconte
28211,Chloe,toronto lesbian remake of french film suspicious wife female doctor,Julianne Moore Liam Neeson Amanda Seyfried Max Thieriot R. H. Thomson,Drama Thriller Mystery,Atom Egoyan
47502,Faithful,kitchen female protagonist bathtub wedding anniversary flashback,Cher Chazz Palminteri Ryan O'Neal Paul Mazursky Amber Smith,Comedy Crime Drama,Paul Mazursky
9950,Find Me Guilty,court case staatsanw\u00e4ltin family clan gangster,Vin Diesel Alex Rocco Frank Pietrangolare Richard DeDomenico Paul Borghese,Drama Action Comedy Crime,Sidney Lumet
84892,The Perks of Being a Wallflower,shyness secret narration kiss freshman,Logan Lerman Emma Watson Ezra Miller Paul Rudd Nina Dobrev,Drama Romance,Stephen Chbosky
24227,Excessive Force,police shoulder holster police shootout shootout at a train station,Thomas Ian Griffith Lance Henriksen James Earl Jones Burt Young Tony Todd,Action,Jon Hess
9672,Infamous,killing death penalty kansas author murder hunt,Sigourney Weaver Toby Jones Gwyneth Paltrow Sandra Bullock Isabella Rossellini,Drama,Douglas McGrath
44853,The Claim,,Peter Mullan Milla Jovovich Wes Bentley Nastassja Kinski Sarah Polley,Drama Romance Western,Michael Winterbottom
157544,The Vatican Tapes,exorcism anti-christ exorcist,Olivia Taylor Dudley Michael Pe\u00f1a Djimon Hounsou Dougray Scott Peter Andersson,Thriller Horror,Mark Neveldine
59678,Attack the Block,street gang fireworks chase meteor playground,Nick Frost Jodie Whittaker John Boyega Luke Treadaway Flaminia Cinque,Action Comedy Science Fiction,Joe Cornish
79777,In the Land of Blood and Honey,muslim sister sister relationship sarajevo bosnian war of 1992-1995 violence,Zana Marjanovi\u0107 Goran Kosti\u0107 Branko \u0110uri\u0107 Dzana Pinjo Milo\u0161 Timotijevi\u0107,Drama Romance War,Angelina Jolie
158011,The Call,underground gas station kidnapping murder suspense,Halle Berry Abigail Breslin Morris Chestnut Michael Imperioli Ella Rae Peck,Crime Thriller,Brad Anderson
407887,Operation Chromite,"korea fictionalized history operation ""trudy jackson"" general douglas macarthur operation x-ray",Lee Jung-jae Liam Neeson Lee Beom-soo Jin Se-yeon Jung Joon-ho,History Drama War Action,John H. Lee
17043,The Crocodile Hunter: Collision Course,crocodile,Steve Irwin Terri Irwin Magda Szubanski David Wenham Lachy Hulme,Family Action Adventure,John Stainton
8952,I Love You Phillip Morris,judge small town con man fraud jail,Jim Carrey Ewan McGregor Leslie Mann Rodrigo Santoro Brennan Brown,Comedy Drama Romance,Glenn Ficarra
62204,Quest for Fire,stone age cavemen prehistoric adventure prehistoric times prehistoric man,Everett McGill Ron Perlman Nicholas Kadi Rae Dawn Chong Gary Schwartz,Adventure Drama,Jean-Jacques Annaud
13435,Antwone Fisher,u.s. navy biography,Derek Luke Malcolm David Kelley Cory Hodges Denzel Washington Joy Bryant,Drama Romance,Denzel Washington
17187,The Emperor's Club,,Kevin Kline Emile Hirsch Embeth Davidtz Rob Morrow Edward Herrmann,Drama Romance,Michael Hoffman
319,True Romance,father son relationship film producer mexican standoff loss of father cocaine,Christian Slater Patricia Arquette Michael Rapaport Bronson Pinchot Gary Oldman,Action Thriller Crime Romance,Tony Scott
59457,Womb,,Eva Green Matt Smith Lesley Manville Peter Wight Istv\u00e1n L\u00e9n\u00e1rt,Romance Science Fiction,Benedek Fliegauf
9504,Glengarry Glen Ross,robbery office shop estate agent company,Al Pacino Jack Lemmon Alec Baldwin Alan Arkin Ed Harris,Crime Drama Mystery,James Foley
37414,The Killer Inside Me,sheriff crime fighter,Casey Affleck Kate Hudson Jessica Alba Ned Beatty Tom Bower,Crime Drama Thriller,Michael Winterbottom
6217,Cat People,shotgun attack lingerie held captive incest,Nastassja Kinski Malcolm McDowell John Heard Ruby Dee Ed Begley Jr.,Drama Fantasy Horror Thriller,Paul Schrader
26688,Sorority Row,female nudity graduation serial killer blood slasher,Rumer Willis Briana Evigan Jamie Chung Leah Pipes Teri Andrzejewski,Horror Mystery Thriller,Stewart Hendler
43867,The Prisoner of Zenda,kidnapping coronation villain kingdom heir to the throne,Ronald Colman Madeleine Carroll Raymond Massey Mary Astor Douglas Fairbanks Jr.,Adventure Drama Romance,John Cromwell
6615,Lars and the Real Girl,garage lone wolf dying and death loss delusion,Ryan Gosling Emily Mortimer Paul Schneider Kelli Garner Lauren Ash,Comedy Romance Drama,Craig Gillespie
14574,The Boy in the Striped Pyjamas,nationalism concentration camp world war ii gas chamber nazis,Asa Butterfield Jack Scanlon Vera Farmiga David Thewlis Rupert Friend,War Drama,Mark Herman
16,Dancer in the Dark,individual dancing usa robbery factory worker,Bj\u00f6rk Catherine Deneuve David Morse Peter Stormare Joel Grey,Drama Crime Music,Lars von Trier
39780,Oscar and Lucinda,minister australia inheritance wager woman director,Ralph Fiennes Cate Blanchett Ciar\u00e1n Hinds Tom Wilkinson Richard Roxburgh,Drama Romance,Gillian Armstrong
21612,The Funeral,suicide bedroom strike great depression trade union,Christopher Walken Chris Penn Annabella Sciorra Isabella Rossellini Vincent Gallo,Crime Drama,Abel Ferrara
36691,Solitary Man,infidelity bankrupt loneliness comedy family drama,Michael Douglas Danny DeVito Jesse Eisenberg Susan Sarandon Mary-Louise Parker,Comedy Drama Romance,Brian Koppelman
23631,Machete,illegal immigration immigration law machete politician death of a child,Danny Trejo Michelle Rodriguez Jessica Alba Robert De Niro Lindsay Lohan,Action Comedy Thriller,Robert Rodriguez
45324,Casino Jack,biography duringcreditsstinger,Kevin Spacey Kelly Preston Hannah Endicott-Douglas Rachelle Lefevre Barry Pepper,Crime Comedy Drama,George Hickenlooper
12144,The Land Before Time,vulkan loss of mother tyrannosaurus rex earthquake primitive time,Gabriel Damon Candace Hutson Judith Barsi Will Ryan Pat Hingle,Animation Adventure Family,Don Bluth
11658,Tae Guk Gi: The Brotherhood of War,archaeologist korean war north korea south korea air raid,Jang Dong-gun Won Bin Lee Eun-ju Gong Hyung-jin Park Jeong-Woo,Action Adventure Drama History War,Kang Je-gyu
56601,The Perfect Game,baseball sport based on true story family relationships,Clifton Collins Jr Cheech Marin Mois\u00e9s Arias Emilie de Ravin Jake T. Austin,Drama Family,William Dear
9552,The Exorcist,exorcism holy water religion and supernatural vomit christian,Linda Blair Max von Sydow Ellen Burstyn Jason Miller Lee J. Cobb,Drama Horror Thriller,William Friedkin
578,Jaws,fishing atlantic ocean bathing shipwreck police chief,Roy Scheider Robert Shaw Richard Dreyfuss Lorraine Gary Murray Hamilton,Horror Thriller Adventure,Steven Spielberg
2105,American Pie,graduation innocence coming of age teenager high school student,Jason Biggs Chris Klein Thomas Ian Nicholas Alyson Hannigan Shannon Elizabeth,Comedy Romance,Chris Weitz
126319,Ernest & Celestine,mouse musician friendship prejudice bear,Anne-Marie Loop Lambert Wilson Pauline Brunner Patrice Melennec Brigitte Virtudes,Animation Comedy Drama Family,St\u00e9phane Aubier
10136,The Golden Child,monk social worker wretch tibet demon,Eddie Murphy Charles Dance Charlotte Lewis Victor Wong Peter Kwong,Action Adventure Comedy,Michael Ritchie
67660,Think Like a Man,advice love relationship ensemble cast duringcreditsstinger,Michael Ealy Jerry Ferrara Meagan Good Regina Hall Kevin Hart,Comedy Romance,Tim Story
10611,Barbershop,hairdresser shop neighbor debt meeting,Ice Cube Anthony Anderson Cedric the Entertainer Sean Patrick Thomas Eve,Comedy Drama,Tim Story
154,Star Trek II: The Wrath of Khan,uss enterprise genesis asteroid self sacrifice midlife crisis,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei,Action Adventure Science Fiction Thriller,Nicholas Meyer
3049,Ace Ventura: Pet Detective,dolphin mascot private detective pets,Jim Carrey Sean Young Courteney Cox Tone Loc Dan Marino,Comedy Mystery,Tom Shadyac
860,WarGames,video game artificial intelligence fbi cold war hacker,Matthew Broderick Dabney Coleman Ally Sheedy John Wood Barry Corbin,Thriller Science Fiction,John Badham
9281,Witness,corruption detective police brutality amish suspense,Harrison Ford Kelly McGillis Josef Sommer Lukas Haas Jan Rubes,Crime Drama Romance Thriller,Peter Weir
75674,Act of Valor,submarine navy scuba diving heroism navy seal,Roselyn S\u00e1nchez Emilio Rivera Nestor Serrano Gonzalo Menendez Alexander Asefa,Action Thriller War,Mike McCoy
9762,Step Up,dancing new love dance baltimore art school,Channing Tatum Jenna Dewan Damaine Radcliff De'Shawn Washington Mario,Music Drama Romance Crime,Anne Fletcher
3179,Beavis and Butt-Head Do America,washington d.c. casino hotel sun television,Mike Judge Bruce Willis Demi Moore Robert Stack Richard Linklater,Animation Comedy,Mike Judge
184,Jackie Brown,airport underworld arms deal weapon police,Pam Grier Samuel L. Jackson Robert Forster Bridget Fonda Michael Keaton,Comedy Crime Romance,Quentin Tarantino
13335,Harold & Kumar Escape from Guantanamo Bay,terrorist aftercreditsstinger duringcreditsstinger,John Cho Kal Penn Neil Patrick Harris Rob Corddry Jack Conley,Comedy Adventure,Jon Hurwitz
76726,Chronicle,seattle telekinesis friendship loneliness outcast,Dane DeHaan Alex Russell Michael B. Jordan Michael Kelly Anna Wood,Science Fiction Drama Thriller,Josh Trank
10269,Yentl,studies music disguise unhappiness boys' school,Barbra Streisand Mandy Patinkin Amy Irving Nehemiah Persoff Steven Hill,Music Drama Romance,Barbra Streisand
36819,Time Bandits,treasure map magic time travel titanic,Sean Connery John Cleese Shelley Duvall Michael Palin Ian Holm,Family Fantasy Science Fiction Adventure Comedy,Terry Gilliam
17130,Crossroads,dancing women sex karaoke dream,Britney Spears Zoe Saldana Taryn Manning Anson Mount Dan Aykroyd,Action Adventure Comedy Drama Family,Tamra Davis
57214,Project X,vandalism high school swimming pool party teen movie,Oliver Cooper Jonathan Daniel Brown Thomas Mann Dax Flame Kirby Bliss Blanton,Comedy Crime,Nima Nourizadeh
11202,Patton,general world war ii normandy biography historical figure,George C. Scott Karl Malden Stephen Young Michael Strong Carey Loftin,Drama History War,Franklin J. Schaffner
9357,One Hour Photo,sexual abuse hotel room cheating supermarket penalty,Robin Williams Connie Nielsen Michael Vartan Erin Daniels Eriq La Salle,Horror Thriller,Mark Romanek
13812,Quarantine,quarantine remake tv reporter found footage virus,Jennifer Carpenter Steve Harris Jay Hernandez Johnathon Schaech Columbus Short,Horror Science Fiction Thriller,John Erick Dowdle
9030,The Eye,sister sister relationship blindness and impaired vision eye operation eyesight dying and death,Jessica Alba Alessandro Nivola Parker Posey Rade Serbedzija Fernanda Romero,Drama Horror Thriller,David Moreau
19084,Johnson Family Vacation,,Cedric the Entertainer Vanessa Williams Steve Harvey Shari Headley Shad Moss,Comedy Family,Christopher Erskin
8386,How High,carpet pimp harvard university joint cannabis,Method Man Redman Obba Babatund\u00e9 Mike Epps Anna Maria Horsford,Comedy,Jesse Dylan
10437,The Muppet Christmas Carol,holiday future musical past scrooge,Michael Caine Don Austen Meredith Braun Don Austen Ed Sanders,Comedy Family Fantasy Drama,Brian Henson
1360,Frida,painter love of one's life disabled woman director,Salma Hayek Alfred Molina M\u00eda Maestro Patricia Reyes Sp\u00edndola Diego Luna,Drama Romance,Julie Taymor
101267,Katy Perry: Part of Me,woman director,Katy Perry Russell Brand Shannon Woodward Rachael Markarian Mia Moretti,Documentary Music,Dan Cutforth
222935,The Fault in Our Stars,amsterdam based on novel support group cancer teenager,Shailene Woodley Ansel Elgort Nat Wolff Laura Dern Sam Trammell,Romance Drama,Josh Boone
10220,Rounders,gambling law compulsive gambling roulette gain,Matt Damon John Turturro Gretchen Mol Goran Visnjic Edward Norton,Drama Crime,John Dahl
284296,Top Five,comedian interview reporter movie star fianc\u00e9 fianc\u00e9e relationship,Chris Rock Rosario Dawson J.B. Smoove Gabrielle Union Romany Malco,Drama Comedy,Chris Rock
31915,Prophecy,monster mutant toxic native american environmental,Talia Shire Robert Foxworth Armand Assante Richard Dysart Victoria Racimo,Horror Science Fiction,John Frankenheimer
11601,Stir of Echoes,secret obsession paranoia grave haunted house,Kevin Bacon Kathryn Erbe Illeana Douglas Kevin Dunn Conor O'Farrell,Horror Mystery Thriller,David Koepp
205220,Philomena,mother washington d.c. journalist adoption forgiveness,Judi Dench Steve Coogan Sophie Kennedy Clark Mare Winningham Barbara Jefford,Drama,Stephen Frears
11354,The Upside of Anger,sex lie college funeral friendship,Joan Allen Kevin Costner Erika Christensen Keri Russell Alicia Witt,Comedy Drama,Mike Binder
16241,The Boys from Brazil,paraguay mengele nazi hunter third reich,Gregory Peck Laurence Olivier James Mason Lilli Palmer Uta Hagen,Horror Drama Thriller Science Fiction,Franklin J. Schaffner
14191,Aquamarine,female friendship mermaid teenager woman director,Emma Roberts Joanna 'JoJo' Levesque Sara Paxton Jake McDorman Arielle Kebbel,Fantasy Romance Family Comedy,Elizabeth Allen Rosenbaum
286565,Paper Towns,friendship high school teenager classmate based on young adult novel,Nat Wolff Cara Delevingne Justice Smith Austin Abrams Halston Sage,Drama Mystery Romance,Jake Schreier
26710,My Baby's Daddy,birth expectant mother fatherhood baby born woman director,Eddie Griffin Anthony Anderson Michael Imperioli Method Man Paula Jai Parker,Comedy,Cheryl Dunye
129670,Nebraska,montana small town dementia aging road trip,Bruce Dern Will Forte Bob Odenkirk June Squibb Stacy Keach,Drama Adventure,Alexander Payne
9059,Tales from the Crypt: Demon Knight,prostitute key jesus christ chosen one god,Billy Zane William Sadler Jada Pinkett Smith Brenda Bakke CCH Pounder,Horror Comedy Thriller,Ernest R. Dickerson
34549,Max Keeble's Big Move,,Alex D. Linz Zena Grey Nora Dunn Larry Miller Josh Peck,Comedy Family Fantasy Science Fiction,Tim Hill
57157,Young Adult,jealousy dark comedy writer divorce alcoholic,Charlize Theron Patton Oswalt Patrick Wilson Elizabeth Reaser Collette Wolfe,Comedy Drama,Jason Reitman
1948,Crank,poison helicopter assassin nudity hitman,Jason Statham Amy Smart Jose Pablo Cantillo Efren Ramirez Dwight Yoakam,Action Thriller Crime,Brian Taylor
28353,Def Jam's How to Be a Player,sex party friends player,Bill Bellamy Lark Voorhies Bernie Mac Elise Neal,Comedy Romance,Lionel C. Martin
46889,Living Out Loud,female protagonist relationship divorce brooklyn bridge,Holly Hunter Danny DeVito Queen Latifah Martin Donovan Rachael Leigh Cook,Comedy Drama Romance,Richard LaGravenese
38093,Just Wright,woman director,Queen Latifah Common Paula Patton James Pickens Jr. Phylicia Rash\u0101d,Comedy Drama Romance,Sanaa Hamri
14976,Rachel Getting Married,sister independent film maid of honor,Anne Hathaway Rosemarie DeWitt Sebastian Stan Roslyn Ruff Bill Irwin,Drama,Jonathan Demme
11027,The Postman Always Rings Twice,sex adultery confession based on novel obsession,Jack Nicholson Jessica Lange John Colicos Michael Lerner Anjelica Huston,Romance Crime Drama,Bob Rafelson
3635,Girl with a Pearl Earring,painter biography painting maid,Scarlett Johansson Colin Firth Cillian Murphy Tom Wilkinson Judy Parfitt,Drama Romance,Peter Webber
387,Das Boot,terror submarine based on novel atlantic ocean gibraltar,J\u00fcrgen Prochnow Herbert Gr\u00f6nemeyer Klaus Wennemann Hubertus Bengsch Martin Semmelrogge,Action Drama History War Adventure,Wolfgang Petersen
6020,Sorority Boys,sorority cross dressing university t shirt sorority girl,Barry Watson Michael Rosenbaum Harland Williams Melissa Sagemiller Tony Denman,Comedy,Wallace Wolodarsky
122906,About Time,london england father son relationship time travel,Domhnall Gleeson Rachel McAdams Bill Nighy Lydia Wilson Lindsay Duncan,Comedy Drama Science Fiction,Richard Curtis
9550,House of Flying Daggers,martial arts swordplay government rebellion dagger,Takeshi Kaneshiro Andy Lau Zhang Ziyi Song Dandan Zhao Hongfei,Adventure Drama Action Romance,Zhang Yimou
60599,Arbitrage,cover-up hedge fund,Richard Gere Susan Sarandon Tim Roth Brit Marling Monica Raymund,Drama Thriller,Nicholas Jarecki
227719,Project Almanac,time travel time machine teenager found footage,Jonny Weston Virginia Gardner Sofia Black-D'Elia Sam Lerner Allen Evangelista,Science Fiction Thriller,Dean Israelite
14299,Cadillac Records,woman director,Adrien Brody Jeffrey Wright Beyonc\u00e9 Knowles Gabrielle Union Columbus Short,Drama History Music,Darnell Martin
19419,Screwed,,Norm Macdonald Dave Chappelle Danny DeVito Elaine Stritch Daniel Benzali,Action Comedy,Scott Alexander
12088,Fortress,prison cyborg married couple future dystopia,Christopher Lambert Kurtwood Smith Loryn Locklin Clifton Collins Jr Jeffrey Combs,Action Thriller Science Fiction,Stuart Gordon
14799,For Your Consideration,,Catherine O'Hara Harry Shearer Parker Posey Christopher Moynihan John Michael Higgins,Comedy Drama,Christopher Guest
9466,Celebrity,exzentrik independent film reporter ex-wife spectacle,Kenneth Branagh Judy Davis Joe Mantegna Leonardo DiCaprio Charlize Theron,Drama Comedy,Woody Allen
7510,Running with Scissors,gay sister sister relationship wife husband relationship 1970s becoming an adult,Annette Bening Brian Cox Joseph Cross Joseph Fiennes Evan Rachel Wood,Drama Comedy,Ryan Murphy
31246,From Justin to Kelly,musical,Kelly Clarkson Justin Guarini  Brandon Henschel Greg Siff Brian Dietzen,Comedy Romance,Robert Iscove
61752,Girl 6,independent film neighbor masturbation phone sex actress,Theresa Randle Isaiah Washington Spike Lee Jenifer Lewis Debi Mazar,Comedy,Spike Lee
10944,In the Cut,eroticism suspense woman director,Meg Ryan Mark Ruffalo Jennifer Jason Leigh Nick Damici Heather Litteer,Mystery Thriller,Jane Campion
10362,Two Lovers,love of one's life neighbor,Joaquin Phoenix Gwyneth Paltrow Isabella Rossellini Vinessa Shaw Moni Moshonov,Drama Romance,James Gray
14778,Last Orders,based on novel war veteran male friendship death of a friend friendship,Michael Caine Tom Courtenay David Hemmings Bob Hoskins Helen Mirren,Comedy Drama,Fred Schepisi
1255,The Host,river mobile phone bravery archer daughter,Song Kang-ho Park Hae-il Bae Doona Ko Ah-sung Byun Hee-bong,Horror Drama Science Fiction,Bong Joon-ho
45226,The Pursuit of D.B. Cooper,,Robert Duvall Treat Williams Kathryn Harrold Ed Flanders Paul Gleason,Adventure Crime Thriller,Roger Spottiswoode
10212,Ravenous,winter cliff cooking cave nudity,Guy Pearce Robert Carlyle David Arquette Jeremy Davies Neal McDonough,Comedy Horror Thriller Western,Antonia Bird
8669,Charlie Bartlett,depression suicide attempt medicine new love drug addiction,Anton Yelchin Robert Downey Jr. Hope Davis Kat Dennings Tyler Hilton,Comedy Drama,Jon Poll
179144,The Great Beauty,alcohol rome vatican based on novel birthday,Toni Servillo Carlo Verdone Sabrina Ferilli Carlo Buccirosso Iaia Forte,Comedy Drama,Paolo Sorrentino
16857,The Dangerous Lives of Altar Boys,independent film,Emile Hirsch Kieran Culkin Jodie Foster Vincent D'Onofrio Jena Malone,Comedy Drama,Peter Care
86825,Stoker,mystery,Mia Wasikowska Nicole Kidman Matthew Goode Dermot Mulroney Jacki Weaver,Drama Horror Thriller,Park Chan-wook
844,2046,free love hotel lovesickness sexuality kung fu,Tony Leung Chiu-Wai Zhang Ziyi Faye Wong Takuya Kimura Gong Li,Fantasy Drama Science Fiction Romance,Wong Kar-wai
8060,Married Life,sex jealousy lover (female) restaurant deceived husband,Chris Cooper Pierce Brosnan Patricia Clarkson Rachel McAdams David Wenham,Crime Drama Romance,Ira Sachs
15907,Duma,adolescence loss of father lion south africa bullying,Alex Michaeletos Campbell Scott Mary Makhatho Nthabiseng Kenoshi Hope Davis,Adventure Drama Family,Carroll Ballard
38448,Ondine,alcohol mermaid wedding dress fishing net selkie,Colin Farrell Alicja Bachleda-Curu\u015b Dervla Kirwan Alison Barry Marion O'Dwyer,Drama Romance,Neil Jordan
327,Brother,brother brother relationship assassination culture clash war on drugs yakuza,Takeshi Kitano Omar Epps Claude Maki Susumu Terajima Masaya Kato,Crime Drama Thriller,Takeshi Kitano
9260,Welcome to Collinwood,safe remake heist inner city,William H. Macy Isaiah Washington Sam Rockwell Michael Jeter Luis Guzm\u00e1n,Comedy,Anthony Russo
61337,Critical Care,nun satire hospital half sister,James Spader Kyra Sedgwick Helen Mirren Albert Brooks Anne Bancroft,Comedy Drama,Sidney Lumet
13079,The Life Before Her Eyes,suspense,Uma Thurman Evan Rachel Wood Eva Amurri Martino Gabrielle Brennan Brett Cullen,Thriller Drama Mystery,Vadim Perelman
89325,Darling Companion,aftercreditsstinger,Diane Keaton Kevin Kline Sam Shepard Dianne Wiest Richard Jenkins,Drama Romance,Lawrence Kasdan
4170,Trade,usa sex brother sister relationship mexico city border,Kevin Kline Cesar Ramos Paulina Gaita\u0301n Alicja Bachleda-Curu\u015b Marco P\u00e9rez,Drama Thriller,Marco Kreuzpaintner
41508,Fateless,budapest hungary concentration camp world war ii,Marcell Nagy B\u00e9la D\u00f3ra B\u00e1lint P\u00e9ntek \u00c1ron Dim\u00e9ny P\u00e9ter Fancsikai,War Drama,Lajos Koltai
12479,Breakfast of Champions,wife husband relationship success author extramarital affair,Bruce Willis Albert Finney Nick Nolte Barbara Hershey Glenne Headly,Comedy,Alan Rudolph
44555,"A Woman, a Gun and a Noodle Shop",,Sun Honglei Xiao Shen Yang Yan Ni Ni Dahong Zhao Benshan,Comedy Drama Thriller,Zhang Yimou
10133,Cypher,double life undercover lie wife company,Jeremy Northam Lucy Liu Nigel Bennett Timothy Webber David Hewlett,Thriller Science Fiction Mystery,Vincenzo Natali
21345,City of Life and Death,war crimes mass murder war victim sino japanese war massacre,Liu Ye Gao Yuanyuan Hideo Nakaizumi John Paisley Beverly Peckous,Drama History War,Lu Chuan
173931,Legend of a Rabbit,,Jon Heder Tom Arnold Michael Clarke Duncan Rebecca Black Claire Geare,Animation Family Action Adventure Comedy,Lijun Sun
61984,Space Battleship Yamato,,Hiroyuki Ikeuchi Takuya Kimura Meisa Kuroki Toshir\u014d Yanagiba Tsutomu Yamazaki,Science Fiction,Takashi Yamazaki
50601,5 Days of War,journalist interpreter georgia europe war zone,Rupert Friend Val Kilmer Andy Garc\u00eda Dean Cain Emmanuelle Chriqui,War Drama,Renny Harlin
26466,Triangle,ocean florida autism key yacht,Melissa George Liam Hemsworth Emma Lung Rachael Carpani Michael Dorman,Horror,Christopher Smith
345003,10 Days in a Madhouse,undercover insane asylum reporter,Caroline Barry Christopher Lambert Kelly LeBrock Julia Chantrey Alexandra Callas,Drama,Timothy Hines
236751,Heaven is for Real,based on novel faith based on true events,Greg Kinnear Kelly Reilly Connor Corum Thomas Haden Church Jon Ted Wynne,Drama,Randall Wallace
107,Snatch,gypsy bare knuckle boxing slang trailer park pig,Jason Statham Brad Pitt Vinnie Jones Dennis Farina Benicio del Toro,Thriller Crime,Guy Ritchie
357837,Dancin' It's On,dancing competition hotel florida dance teacher,Witney Carson Chehon Wespi-Tschopp Gary Daniels David Winters Jordan Clark,Drama Romance,David Winters
8913,Pet Sematary,coffin pet funeral head injury grief,Dale Midkiff Fred Gwynne Denise Crosby Brad Greenquist Michael Lombard,Drama Horror,Mary Lambert
13889,Madadayo,,Tatsuo Matsumura Ky\u00f4ko Kagawa Hisashi Igawa George Tokoro Masayuki Yui,Drama,Akira Kurosawa
18530,The Cry of the Owl,suspense,Paddy Considine Julia Stiles Caroline Dhavernas James Gilbert Karl Pruner,Drama,Jamie Thraves
358451,A Tale of Three Cities,woman director,Lau Ching-Wan Tang Wei Qin Hailu Jing Boran ,Drama History Romance,Mabel Cheung
927,Gremlins,holiday monster small town department store bars and restaurants,Zach Galligan Phoebe Cates Hoyt Axton Polly Holliday Dick Miller,Fantasy Horror Comedy,Joe Dante
11,Star Wars,android galaxy hermit death star lightsaber,Mark Hamill Harrison Ford Carrie Fisher Peter Cushing Alec Guinness,Adventure Action Science Fiction,George Lucas
291870,Dirty Grandpa,grandfather grandson relationship grandfather road trip wedding retired,Zac Efron Robert De Niro Julianne Hough Aubrey Plaza Dermot Mulroney,Comedy,Dan Mazer
907,Doctor Zhivago,love triangle nurse suicide attempt loss of family world war i,Omar Sharif Julie Christie Geraldine Chaplin Rod Steiger Alec Guinness,Drama Romance War,David Lean
206563,Trash,brazilian drama thriller,Rickson Tevez Eduardo Luis Gabriel Weinstein Rooney Mara Selton Mello,Adventure Crime Drama Thriller,Stephen Daldry
11887,High School Musical 3: Senior Year,musical music high school coming of age teenager,Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu,Comedy Drama Family Music Romance,Kenny Ortega
45317,The Fighter,sport irish american documentary crew lowell massachusetts blue collar worker,Mark Wahlberg Christian Bale Amy Adams Melissa Leo Mickey O'Keefe,Drama,David O. Russell
12094,Jackass Number Two,wound disgust pain stunts stuntman,Johnny Knoxville Bam Margera Steve-O Chris Pontius Ryan Dunn,Action Comedy Documentary,Jeff Tremaine
10377,My Cousin Vinny,prison southern usa suspicion cousin court,Joe Pesci Ralph Macchio Marisa Tomei Mitchell Whitfield Fred Gwynne,Comedy Drama,Jonathan Lynn
249164,If I Stay,coma musician teenage girl car accident teenager,Chlo\u00eb Grace Moretz Jamie Blackley Liana Liberato Mireille Enos Stacy Keach,Drama,R.J. Cutler
256092,Drive Hard,,Thomas Jane John Cusack Zoe Ventoura Damien Garvey Christopher Morris,Action Comedy Crime,Brian Trenchard-Smith
9942,Major League,baseball sport sabotage sombrero baseball field,Tom Berenger Charlie Sheen Corbin Bernsen Margaret Whitton James Gammon,Comedy,David S. Ward
10748,St. Trinian's,solidarity snake exhibit musical shenanigan,Talulah Riley Rupert Everett Gemma Arterton Colin Firth Lena Headey,Comedy Family Science Fiction,Barnaby Thompson
1817,Phone Booth,terrorist phone booth psychopath,Colin Farrell Kiefer Sutherland Forest Whitaker Radha Mitchell Katie Holmes,Thriller Drama,Joel Schumacher
10229,A Walk to Remember,based on novel theatre group north carolina theatre milieu high school,Mandy Moore Shane West Peter Coyote Daryl Hannah Lauren German,Drama Romance,Adam Shankman
687,Dead Man Walking,prison rape socially deprived family penalty death penalty,Susan Sarandon Sean Penn Robert Prosky Raymond J. Barry R. Lee Ermey,Drama,Tim Robbins
796,Cruel Intentions,upper class sexual obsession sex bet sadistic,Sarah Michelle Gellar Ryan Phillippe Reese Witherspoon Selma Blair Louise Fletcher,Drama Romance Thriller,Roger Kumble
22804,Saw VI,aftercreditsstinger,Tobin Bell Costas Mandylor Betsy Russell Mark Rolston Peter Outerbridge,Horror Mystery,Kevin Greutert
